event_id,timestamp,machine_id,machine_type,operator_id,shift_type,event_type,speed_kmh,worker_distance_m,engine_temp_c,weather,seatbelt_status,risk_level,response_time_sec,resolved,fuel_rate_lph,acceleration_events
EVT00606,2025-01-28 03:26:00,EXC007,Excavator,OP1003,night,normal,2.09,19.8,89.5,Sunny,Unfastened,LOW,5.2,False,6.36,1
SYNTH010324,2025-06-25 19:02:26,BCK002,Backhoe,OP1007,day,overspeed,16.85,5.5,92.6,Cloudy,Fastened,HIGH,11.0,False,17.42,8
EVT00428,2025-07-22 02:18:00,GRD003,Grader,OP1056,night,normal,5.16,4.5,83.6,Rainy,Unfastened,MEDIUM,5.0,True,6.61,1
EVT00200,2025-04-11 06:40:00,EXC002,Excavator,OP1053,day,normal,5.15,0.5,88.4,Windy,Fastened,HIGH,7.8,True,5.6,0
SYNTH010074,2025-06-23 04:35:46,GRD001,Grader,OP1021,night,erratic_accel,9.5,13.2,82.9,Windy,Unfastened,HIGH,8.0,True,19.57,11
EVT00040,2025-03-10 15:48:00,DZR004,Dozer,OP1035,day,normal,6.95,30.3,87.6,Sunny,Unfastened,LOW,6.0,True,9.93,0
EVT00031,2025-03-10 14:04:00,DZR004,Dozer,OP1035,day,normal,5.76,15.1,84.6,Sunny,Unfastened,LOW,7.7,True,8.64,2
SYNTH010188,2025-06-24 09:10:40,GRD002,Grader,OP1037,day,high_fuel,5.71,23.6,91.1,Foggy,Fastened,LOW,9.2,True,29.0,3
EVT00137,2025-12-10 15:46:00,GRD003,Grader,OP1019,day,normal,6.06,14.6,82.3,Cloudy,Unfastened,LOW,7.5,True,7.43,2
EVT00055,2025-12-17 07:20:00,EXC006,Excavator,OP1045,day,normal,5.3,7.4,83.6,Windy,Unfastened,MEDIUM,4.5,False,8.85,2
SYNTH010434,2025-06-26 22:40:07,LDR001,Loader,OP1044,night,proximity_breach,6.79,2.5,86.7,Sunny,Fastened,HIGH,7.2,True,6.72,4
SYNTH010266,2025-06-25 04:41:17,EXC001,Excavator,OP1022,night,high_fuel,3.68,13.6,88.6,Sunny,Unfastened,MEDIUM,6.6,True,21.9,2
SYNTH010436,2025-06-26 23:05:18,BCK004,Backhoe,OP1043,night,proximity_breach,7.42,0.7,87.6,Foggy,Fastened,HIGH,8.4,False,8.53,3
SYNTH010458,2025-06-27 04:37:52,GRD001,Grader,OP1055,night,proximity_breach,5.94,1.8,78.1,Windy,Fastened,HIGH,14.6,False,6.42,1
EVT00532,2026-09-07 07:14:00,LDR001,Loader,OP1034,day,normal,6.85,8.6,90.1,Windy,Unfastened,LOW,6.2,True,6.35,1
SYNTH010198,2025-06-24 11:38:17,GRD003,Grader,OP1025,day,high_fuel,6.24,15.0,88.1,Windy,Fastened,LOW,10.9,True,30.02,2
EVT00004,2025-03-10 08:06:00,DZR004,Dozer,OP1035,day,normal,5.38,17.1,91.9,Sunny,Unfastened,LOW,10.1,True,5.78,2
EVT00345,2025-10-04 02:22:00,LDR002,Loader,OP1009,night,normal,5.77,22.4,86.2,Cloudy,Unfastened,LOW,14.0,False,6.98,2
SYNTH010089,2025-06-23 08:23:52,DZR004,Dozer,OP1034,day,erratic_accel,7.9,16.7,81.5,Sunny,Fastened,MEDIUM,12.7,True,18.79,9
SYNTH010435,2025-06-26 22:50:25,DZR002,Dozer,OP1056,night,proximity_breach,8.21,2.9,90.2,Windy,Fastened,MEDIUM,5.1,True,10.92,2
SYNTH010057,2025-06-23 00:19:44,DZR001,Dozer,OP1038,night,erratic_accel,8.71,21.3,82.9,Sunny,Unfastened,HIGH,14.2,False,13.69,6
SYNTH010467,2025-06-27 06:51:39,GRD002,Grader,OP1016,day,proximity_breach,4.83,2.7,90.8,Cloudy,Fastened,HIGH,1.2,True,8.46,3
SYNTH010279,2025-06-25 07:56:36,EXC003,Excavator,OP1006,day,overspeed,19.29,10.4,92.9,Foggy,Fastened,MEDIUM,1.7,True,15.66,4
EVT00276,2026-06-18 12:14:00,LDR002,Loader,OP1050,day,temp_spike,4.98,16.3,116.8,Rainy,Fastened,MEDIUM,5.7,True,16.58,2
EVT00364,2025-09-23 10:56:00,EXC005,Excavator,OP1044,day,normal,4.77,11.4,87.5,Windy,Unfastened,LOW,4.9,False,9.47,0
EVT00059,2025-12-17 08:34:00,EXC006,Excavator,OP1045,day,temp_spike,0.98,16.6,108.7,Windy,Fastened,MEDIUM,5.4,True,10.25,2
SYNTH010208,2025-06-24 14:06:42,DZR003,Dozer,OP1038,day,high_fuel,7.19,16.5,102.2,Rainy,Unfastened,MEDIUM,7.4,False,21.89,2
EVT00347,2025-10-04 02:40:00,LDR002,Loader,OP1009,night,normal,8.26,14.3,86.5,Cloudy,Unfastened,LOW,4.7,False,9.75,1
EVT00064,2025-12-17 09:28:00,EXC006,Excavator,OP1045,day,normal,5.11,25.3,88.2,Windy,Unfastened,LOW,4.3,True,6.02,0
SYNTH010052,2025-06-22 23:01:49,LDR003,Loader,OP1051,night,erratic_accel,10.77,8.3,84.7,Cloudy,Fastened,HIGH,5.2,True,14.54,10
SYNTH010047,2025-06-22 21:52:18,EXC001,Excavator,OP1012,night,erratic_accel,13.38,17.0,80.8,Sunny,Unfastened,MEDIUM,5.8,True,16.12,14
EVT00502,2026-08-11 08:46:00,GRD002,Grader,OP1027,day,normal,5.78,0.5,92.1,Sunny,Fastened,HIGH,1.5,True,6.99,0
EVT00101,2025-12-10 09:08:00,GRD003,Grader,OP1019,day,proximity_breach,8.8,2.6,85.8,Cloudy,Fastened,HIGH,5.8,True,10.14,3
EVT00169,2026-05-06 01:50:00,EXC005,Excavator,OP1025,night,proximity_breach,7.67,1.4,88.0,Cloudy,Fastened,HIGH,6.3,True,6.66,3
EVT00555,2026-09-07 15:36:00,LDR001,Loader,OP1034,day,normal,8.62,34.5,85.5,Windy,Unfastened,LOW,10.5,True,9.13,2
EVT00446,2025-11-20 09:42:00,EXC002,Excavator,OP1029,day,normal,3.65,26.6,86.6,Sunny,Unfastened,LOW,3.1,False,7.94,1
EVT00266,2026-06-18 11:40:00,LDR002,Loader,OP1050,day,normal,3.35,13.2,83.0,Rainy,Unfastened,LOW,8.8,True,9.74,0
EVT00540,2026-09-07 09:32:00,LDR001,Loader,OP1034,day,normal,5.47,20.2,86.2,Windy,Unfastened,LOW,12.1,False,5.89,0
SYNTH010328,2025-06-25 20:01:00,GRD003,Grader,OP1007,night,overspeed,20.48,8.1,93.6,Rainy,Fastened,MEDIUM,12.0,True,15.12,8
EVT00211,2025-04-11 08:36:00,EXC002,Excavator,OP1053,day,normal,5.25,1.6,84.8,Windy,Fastened,HIGH,5.9,True,8.13,1
EVT00594,2025-01-28 01:16:00,EXC007,Excavator,OP1003,night,normal,6.77,42.3,84.3,Sunny,Unfastened,LOW,6.8,True,6.35,2
EVT00219,2025-04-11 10:50:00,EXC002,Excavator,OP1053,day,normal,5.6,10.9,84.8,Windy,Unfastened,LOW,7.1,True,9.1,1
SYNTH010083,2025-06-23 06:50:17,BCK003,Backhoe,OP1011,day,erratic_accel,6.45,13.9,86.3,Windy,Unfastened,MEDIUM,4.9,True,18.78,13
SYNTH010069,2025-06-23 03:25:38,LDR002,Loader,OP1035,night,erratic_accel,5.65,16.3,80.0,Foggy,Unfastened,HIGH,3.3,True,16.49,6
SYNTH010269,2025-06-25 05:15:57,LDR002,Loader,OP1011,night,overspeed,19.91,20.6,92.2,Rainy,Fastened,MEDIUM,10.5,True,21.9,4
EVT00067,2025-12-17 10:26:00,EXC006,Excavator,OP1045,day,normal,3.96,18.5,88.2,Windy,Unfastened,LOW,1.5,False,8.12,1
EVT00320,2025-10-03 21:12:00,LDR002,Loader,OP1009,night,proximity_breach,4.17,0.3,86.5,Cloudy,Unfastened,MEDIUM,4.5,True,13.0,2
EVT00068,2025-12-17 10:32:00,EXC006,Excavator,OP1045,day,normal,6.58,25.0,83.5,Windy,Unfastened,LOW,5.8,True,8.17,1
SYNTH010014,2025-06-22 13:37:30,LDR003,Loader,OP1044,day,erratic_accel,4.39,20.7,93.6,Sunny,Unfastened,MEDIUM,9.5,True,18.03,14
EVT00426,2025-07-22 02:10:00,GRD003,Grader,OP1056,night,normal,5.07,28.5,84.6,Rainy,Unfastened,LOW,8.4,True,7.27,0
EVT00013,2025-03-10 09:16:00,DZR004,Dozer,OP1035,day,normal,4.2,26.3,87.4,Sunny,Unfastened,LOW,10.2,True,7.0,2
EVT00372,2025-09-23 13:04:00,EXC005,Excavator,OP1044,day,normal,2.92,11.8,91.4,Windy,Unfastened,LOW,10.9,True,5.42,2
EVT00562,2026-09-07 17:44:00,LDR001,Loader,OP1034,day,normal,5.68,22.3,88.6,Windy,Unfastened,LOW,12.5,True,9.47,0
SYNTH010349,2025-06-26 01:25:29,GRD003,Grader,OP1058,night,temp_spike,6.13,17.5,101.6,Windy,Fastened,MEDIUM,5.1,True,16.86,1
EVT00410,2025-07-21 22:32:00,GRD003,Grader,OP1056,night,temp_spike,4.08,26.9,113.6,Rainy,Fastened,MEDIUM,2.2,False,13.18,3
SYNTH010113,2025-06-23 14:23:07,GRD002,Grader,OP1021,day,erratic_accel,15.6,14.5,87.6,Windy,Unfastened,MEDIUM,3.1,False,14.87,6
SYNTH010449,2025-06-27 02:18:12,DZR003,Dozer,OP1020,night,proximity_breach,7.92,2.6,84.1,Cloudy,Fastened,HIGH,11.2,True,9.14,2
SYNTH010213,2025-06-24 15:26:20,BCK001,Backhoe,OP1008,day,high_fuel,4.04,14.3,103.2,Foggy,Fastened,LOW,10.8,True,31.41,4
EVT00185,2026-05-06 02:24:00,EXC005,Excavator,OP1025,night,proximity_breach,7.62,1.4,89.8,Cloudy,Fastened,HIGH,4.5,True,8.26,1
SYNTH010387,2025-06-26 10:52:21,EXC001,Excavator,OP1032,day,temp_spike,6.84,15.7,128.4,Windy,Fastened,HIGH,2.0,False,12.69,2
SYNTH010463,2025-06-27 05:53:18,LDR002,Loader,OP1042,night,proximity_breach,8.2,1.5,91.9,Sunny,Fastened,MEDIUM,10.0,True,12.35,3
EVT00629,2025-05-14 10:30:00,BCK004,Backhoe,OP1021,day,overspeed,13.73,10.0,87.5,Sunny,Unfastened,LOW,14.2,True,16.55,4
EVT00395,2025-07-21 21:44:00,GRD003,Grader,OP1056,night,normal,4.23,23.8,90.3,Rainy,Unfastened,LOW,13.5,True,7.82,1
SYNTH010187,2025-06-24 08:46:41,EXC004,Excavator,OP1037,day,high_fuel,4.04,22.8,92.7,Windy,Unfastened,MEDIUM,11.5,False,31.38,4
SYNTH010157,2025-06-24 01:21:35,GRD003,Grader,OP1017,night,high_fuel,4.9,12.9,100.7,Windy,Fastened,MEDIUM,1.4,False,20.17,3
EVT00337,2025-10-04 00:16:00,LDR002,Loader,OP1009,night,normal,6.25,9.8,85.9,Cloudy,Unfastened,LOW,8.3,True,8.92,1
SYNTH010385,2025-06-26 10:26:42,EXC003,Excavator,OP1036,day,temp_spike,6.56,10.5,119.4,Sunny,Fastened,MEDIUM,11.6,True,13.58,2
EVT00278,2026-06-18 12:18:00,LDR002,Loader,OP1050,day,temp_spike,2.51,7.4,110.7,Rainy,Fastened,MEDIUM,3.5,True,11.9,0
SYNTH010067,2025-06-23 02:47:26,EXC002,Excavator,OP1010,night,erratic_accel,12.91,18.9,93.5,Rainy,Unfastened,HIGH,8.8,True,19.85,11
SYNTH010144,2025-06-23 22:04:17,EXC004,Excavator,OP1028,night,high_fuel,4.14,21.4,89.4,Windy,Unfastened,MEDIUM,8.2,False,23.81,4
SYNTH010098,2025-06-23 10:33:15,LDR002,Loader,OP1027,day,erratic_accel,12.92,13.6,94.0,Sunny,Fastened,MEDIUM,1.6,True,21.17,8
SYNTH010012,2025-06-22 13:01:48,DZR002,Dozer,OP1028,day,erratic_accel,12.78,20.5,98.9,Windy,Unfastened,MEDIUM,4.8,False,16.68,11
EVT00274,2026-06-18 12:08:00,LDR002,Loader,OP1050,day,temp_spike,1.7,13.1,106.3,Rainy,Unfastened,MEDIUM,6.4,True,14.57,3
EVT00450,2025-11-20 10:40:00,EXC002,Excavator,OP1029,day,normal,5.69,7.9,90.1,Sunny,Unfastened,MEDIUM,15.9,True,8.74,2
EVT00238,2025-04-11 15:20:00,EXC002,Excavator,OP1053,day,normal,4.64,28.2,91.0,Windy,Unfastened,LOW,14.3,True,8.75,0
EVT00333,2025-10-03 23:28:00,LDR002,Loader,OP1009,night,normal,6.05,11.4,91.3,Cloudy,Unfastened,LOW,6.0,False,7.76,0
EVT00452,2025-11-20 10:56:00,EXC002,Excavator,OP1029,day,normal,5.1,9.5,83.8,Sunny,Unfastened,LOW,12.2,True,9.5,2
EVT00003,2025-03-10 07:56:00,DZR004,Dozer,OP1035,day,normal,4.11,17.8,88.9,Sunny,Unfastened,LOW,6.4,True,7.98,1
EVT00007,2025-03-10 08:30:00,DZR004,Dozer,OP1035,day,normal,3.58,26.7,89.6,Sunny,Unfastened,LOW,8.0,True,5.1,1
EVT00603,2025-01-28 02:56:00,EXC007,Excavator,OP1003,night,normal,5.6,2.3,84.9,Sunny,Fastened,HIGH,13.0,True,7.3,2
EVT00261,2026-06-18 08:32:00,LDR002,Loader,OP1050,day,normal,5.45,2.1,86.7,Rainy,Fastened,HIGH,9.6,False,6.98,2
SYNTH010233,2025-06-24 20:15:50,EXC005,Excavator,OP1047,night,high_fuel,4.44,20.0,85.6,Windy,Unfastened,MEDIUM,8.8,True,27.54,4
EVT00353,2025-09-23 06:14:00,EXC005,Excavator,OP1044,day,normal,5.73,16.2,64.0,Windy,Unfastened,LOW,9.4,False,5.38,0
EVT00434,2025-07-22 04:06:00,GRD003,Grader,OP1056,night,normal,4.43,17.3,86.4,Rainy,Unfastened,LOW,3.5,False,9.65,1
EVT00616,2025-05-14 06:24:00,BCK004,Backhoe,OP1021,day,normal,6.67,3.9,84.9,Sunny,Unfastened,MEDIUM,8.2,False,9.9,1
SYNTH010260,2025-06-25 03:09:21,BCK001,Backhoe,OP1013,night,high_fuel,3.13,15.1,93.9,Foggy,Fastened,MEDIUM,4.2,True,27.85,4
EVT00216,2025-04-11 09:50:00,EXC002,Excavator,OP1053,day,normal,3.63,21.0,86.9,Windy,Unfastened,LOW,4.9,False,7.87,0
EVT00524,2026-08-11 15:32:00,GRD002,Grader,OP1027,day,normal,6.85,16.2,85.7,Sunny,Unfastened,LOW,8.8,True,6.89,2
EVT00436,2025-07-22 04:22:00,GRD003,Grader,OP1056,night,normal,3.53,4.5,88.4,Rainy,Unfastened,MEDIUM,1.9,True,5.62,2
EVT00463,2025-11-20 13:52:00,EXC002,Excavator,OP1029,day,normal,4.66,24.3,83.2,Sunny,Unfastened,LOW,6.2,True,8.53,2
EVT00275,2026-06-18 12:12:00,LDR002,Loader,OP1050,day,temp_spike,1.43,23.6,110.7,Rainy,Fastened,MEDIUM,7.1,True,10.95,0
SYNTH010300,2025-06-25 13:07:20,LDR003,Loader,OP1054,day,overspeed,20.86,5.8,104.2,Rainy,Fastened,MEDIUM,4.8,True,21.54,3
SYNTH010024,2025-06-22 16:02:09,LDR002,Loader,OP1044,day,erratic_accel,8.47,13.7,89.1,Foggy,Unfastened,HIGH,13.2,True,17.63,14
EVT00391,2025-07-21 20:20:00,GRD003,Grader,OP1056,night,normal,4.35,30.3,81.8,Rainy,Unfastened,LOW,4.5,False,8.24,1
EVT00637,2025-05-14 11:44:00,BCK004,Backhoe,OP1021,day,temp_spike,5.02,8.3,109.5,Sunny,Fastened,MEDIUM,11.0,True,14.32,0
SYNTH010389,2025-06-26 11:16:29,EXC002,Excavator,OP1018,day,temp_spike,4.69,19.5,120.5,Foggy,Fastened,HIGH,7.4,False,14.56,0
SYNTH010271,2025-06-25 05:46:02,DZR002,Dozer,OP1055,night,overspeed,14.27,14.6,92.0,Rainy,Fastened,MEDIUM,6.3,True,18.8,5
EVT00343,2025-10-04 01:52:00,LDR002,Loader,OP1009,night,normal,5.92,9.2,88.0,Cloudy,Unfastened,LOW,9.4,True,8.63,0
EVT00257,2026-06-18 07:40:00,LDR002,Loader,OP1050,day,normal,3.96,19.2,85.5,Rainy,Unfastened,LOW,6.7,True,9.84,0
EVT00026,2025-03-10 12:58:00,DZR004,Dozer,OP1035,day,normal,9.63,0.5,94.0,Sunny,Fastened,HIGH,7.9,True,7.13,1
EVT00295,2026-06-18 15:42:00,LDR002,Loader,OP1050,day,normal,3.45,15.3,91.5,Rainy,Unfastened,LOW,9.7,True,7.28,0
EVT00048,2025-03-10 17:24:00,DZR004,Dozer,OP1035,day,normal,6.69,17.5,85.8,Sunny,Unfastened,LOW,6.3,True,5.48,2
EVT00107,2025-12-10 09:20:00,GRD003,Grader,OP1019,day,proximity_breach,5.6,0.9,91.9,Cloudy,Fastened,HIGH,4.0,True,12.56,1
EVT00056,2025-12-17 08:20:00,EXC006,Excavator,OP1045,day,normal,4.31,16.7,85.8,Windy,Unfastened,LOW,7.7,True,5.2,2
EVT00553,2026-09-07 14:24:00,LDR001,Loader,OP1034,day,normal,6.45,1.3,86.7,Windy,Fastened,HIGH,9.7,False,9.55,0
EVT00214,2025-04-11 09:26:00,EXC002,Excavator,OP1053,day,normal,4.47,16.5,89.9,Windy,Unfastened,LOW,1.0,True,9.72,2
EVT00121,2025-12-10 13:00:00,GRD003,Grader,OP1019,day,proximity_breach,9.1,1.8,89.9,Cloudy,Fastened,HIGH,3.1,True,12.55,4
EVT00466,2025-11-20 14:44:00,EXC002,Excavator,OP1029,day,proximity_breach,9.55,0.3,89.0,Sunny,Fastened,HIGH,10.5,True,11.34,3
EVT00307,2025-10-03 19:32:00,LDR002,Loader,OP1009,night,normal,6.42,13.6,88.7,Cloudy,Unfastened,LOW,7.0,True,5.41,1
EVT00073,2025-12-17 12:14:00,EXC006,Excavator,OP1045,day,normal,6.22,6.6,86.6,Windy,Unfastened,MEDIUM,10.2,True,6.36,2
SYNTH010423,2025-06-26 19:46:18,LDR002,Loader,OP1029,day,proximity_breach,3.83,2.3,79.6,Rainy,Fastened,MEDIUM,14.2,True,9.78,1
SYNTH010358,2025-06-26 03:37:20,DZR003,Dozer,OP1017,night,temp_spike,6.26,21.9,100.4,Sunny,Unfastened,HIGH,5.7,True,16.37,0
SYNTH010366,2025-06-26 05:34:18,GRD002,Grader,OP1056,night,temp_spike,4.53,21.2,125.7,Foggy,Fastened,MEDIUM,3.6,True,15.09,1
EVT00421,2025-07-22 00:24:00,GRD003,Grader,OP1056,night,normal,5.21,18.3,82.3,Rainy,Unfastened,LOW,12.1,True,8.54,1
EVT00651,2025-05-14 15:52:00,BCK004,Backhoe,OP1021,day,normal,6.94,4.9,84.6,Sunny,Unfastened,MEDIUM,6.8,True,7.61,0
EVT00465,2025-11-20 14:26:00,EXC002,Excavator,OP1029,day,normal,6.71,1.9,88.6,Sunny,Fastened,HIGH,3.8,False,6.02,1
EVT00322,2025-10-03 21:16:00,LDR002,Loader,OP1009,night,proximity_breach,7.74,2.5,90.9,Cloudy,Fastened,HIGH,9.5,True,11.38,1
EVT00368,2025-09-23 11:54:00,EXC005,Excavator,OP1044,day,high_fuel,8.33,23.8,82.8,Windy,Unfastened,LOW,2.7,True,30.32,5
SYNTH010147,2025-06-23 22:56:01,EXC002,Excavator,OP1052,night,high_fuel,3.14,25.1,100.0,Foggy,Unfastened,MEDIUM,3.5,False,24.24,2
EVT00539,2026-09-07 09:18:00,LDR001,Loader,OP1034,day,normal,6.39,6.6,83.8,Windy,Unfastened,MEDIUM,7.1,False,6.7,0
SYNTH010219,2025-06-24 16:51:04,GRD003,Grader,OP1022,day,high_fuel,4.39,15.1,104.3,Windy,Unfastened,MEDIUM,10.9,True,34.85,3
EVT00405,2025-07-21 22:22:00,GRD003,Grader,OP1056,night,temp_spike,5.21,6.6,111.3,Rainy,Fastened,MEDIUM,5.1,True,16.45,3
EVT00595,2025-01-28 01:18:00,EXC007,Excavator,OP1003,night,normal,4.21,25.2,82.7,Sunny,Unfastened,LOW,10.6,True,6.31,2
EVT00324,2025-10-03 21:20:00,LDR002,Loader,OP1009,night,proximity_breach,6.93,2.3,89.3,Cloudy,Fastened,HIGH,10.0,True,7.73,2
SYNTH010049,2025-06-22 22:22:32,EXC002,Excavator,OP1030,night,erratic_accel,14.54,19.8,97.7,Windy,Unfastened,MEDIUM,1.3,True,15.01,9
EVT00061,2025-12-17 08:38:00,EXC006,Excavator,OP1045,day,temp_spike,2.22,35.5,106.5,Windy,Fastened,MEDIUM,8.5,False,14.07,1
EVT00483,2025-11-20 15:34:00,EXC002,Excavator,OP1029,day,high_fuel,7.05,0.5,85.6,Sunny,Fastened,HIGH,10.1,False,22.09,3
EVT00093,2025-12-10 08:52:00,GRD003,Grader,OP1019,day,proximity_breach,6.91,2.0,87.0,Cloudy,Unfastened,HIGH,7.0,True,11.33,3
SYNTH010355,2025-06-26 02:45:46,GRD002,Grader,OP1020,night,temp_spike,3.58,9.5,109.1,Cloudy,Fastened,MEDIUM,13.7,True,16.49,2
EVT00300,2026-06-18 16:54:00,LDR002,Loader,OP1050,day,normal,3.69,24.5,88.9,Rainy,Unfastened,LOW,4.3,True,8.49,0
SYNTH010155,2025-06-24 00:51:43,BCK001,Backhoe,OP1049,night,high_fuel,5.57,19.2,92.4,Sunny,Unfastened,MEDIUM,10.8,True,26.93,2
EVT00281,2026-06-18 12:28:00,LDR002,Loader,OP1050,day,temp_spike,5.89,23.1,112.3,Rainy,Fastened,MEDIUM,6.5,True,11.79,1
EVT00319,2025-10-03 21:10:00,LDR002,Loader,OP1009,night,proximity_breach,6.62,2.3,88.2,Cloudy,Fastened,HIGH,8.9,True,10.84,1
EVT00542,2026-09-07 10:06:00,LDR001,Loader,OP1034,day,normal,6.77,2.6,85.6,Windy,Fastened,HIGH,8.1,True,9.03,1
EVT00360,2025-09-23 09:32:00,EXC005,Excavator,OP1044,day,normal,7.96,19.1,85.1,Windy,Unfastened,LOW,8.3,True,6.73,1
EVT00183,2026-05-06 02:18:00,EXC005,Excavator,OP1025,night,proximity_breach,6.73,1.5,84.2,Cloudy,Fastened,HIGH,8.8,False,11.08,1
EVT00559,2026-09-07 16:34:00,LDR001,Loader,OP1034,day,normal,5.01,5.0,90.9,Windy,Unfastened,MEDIUM,1.8,False,6.47,1
EVT00329,2025-10-03 22:18:00,LDR002,Loader,OP1009,night,normal,7.04,22.1,89.2,Cloudy,Unfastened,LOW,11.5,True,6.79,2
EVT00111,2025-12-10 09:36:00,GRD003,Grader,OP1019,day,normal,4.7,15.8,90.3,Cloudy,Unfastened,LOW,4.2,True,6.29,1
EVT00424,2025-07-22 01:34:00,GRD003,Grader,OP1056,night,erratic_accel,5.24,2.6,81.4,Rainy,Fastened,HIGH,8.6,True,15.89,8
EVT00617,2025-05-14 06:30:00,BCK004,Backhoe,OP1021,day,normal,6.05,2.6,88.3,Sunny,Fastened,HIGH,11.1,True,7.45,2
EVT00590,2025-01-27 23:16:00,EXC007,Excavator,OP1003,night,normal,6.07,17.2,86.9,Sunny,Unfastened,LOW,2.4,True,8.61,2
EVT00508,2026-08-11 10:52:00,GRD002,Grader,OP1027,day,normal,9.5,24.2,85.0,Sunny,Unfastened,LOW,7.0,True,5.7,0
EVT00406,2025-07-21 22:24:00,GRD003,Grader,OP1056,night,temp_spike,4.4,19.8,104.0,Rainy,Unfastened,MEDIUM,7.7,True,17.17,2
EVT00597,2025-01-28 01:56:00,EXC007,Excavator,OP1003,night,normal,4.21,21.1,85.9,Sunny,Unfastened,LOW,9.0,False,7.48,0
EVT00262,2026-06-18 08:58:00,LDR002,Loader,OP1050,day,normal,4.25,19.6,87.0,Rainy,Unfastened,LOW,6.7,True,8.53,0
EVT00362,2025-09-23 10:30:00,EXC005,Excavator,OP1044,day,normal,3.83,14.1,84.6,Windy,Unfastened,LOW,8.0,True,7.74,0
SYNTH010426,2025-06-26 20:33:49,GRD002,Grader,OP1023,night,proximity_breach,6.55,1.6,79.9,Windy,Fastened,HIGH,5.2,True,7.02,1
EVT00582,2025-01-27 22:18:00,EXC007,Excavator,OP1003,night,proximity_breach,8.98,0.5,86.8,Sunny,Fastened,HIGH,8.2,True,8.93,4
SYNTH010249,2025-06-25 00:22:13,EXC002,Excavator,OP1004,night,high_fuel,3.51,12.3,104.6,Cloudy,Fastened,MEDIUM,10.5,True,29.05,5
EVT00138,2025-12-10 16:06:00,GRD003,Grader,OP1019,day,normal,6.4,1.4,89.4,Cloudy,Fastened,HIGH,7.1,True,7.17,0
EVT00615,2025-01-28 05:58:00,EXC007,Excavator,OP1003,night,normal,6.18,0.5,90.8,Sunny,Fastened,HIGH,3.4,True,8.46,1
SYNTH010180,2025-06-24 07:08:08,DZR003,Dozer,OP1040,day,high_fuel,6.51,13.1,95.0,Cloudy,Fastened,MEDIUM,9.8,True,21.73,2
SYNTH010273,2025-06-25 06:20:20,EXC001,Excavator,OP1021,day,overspeed,16.14,21.3,95.8,Windy,Fastened,MEDIUM,7.7,True,20.56,7
EVT00567,2025-01-27 19:24:00,EXC007,Excavator,OP1003,night,normal,7.84,24.0,85.3,Sunny,Unfastened,LOW,4.2,True,9.17,1
SYNTH010034,2025-06-22 18:34:45,LDR002,Loader,OP1021,day,erratic_accel,8.57,14.3,93.1,Sunny,Fastened,HIGH,2.0,True,19.01,7
SYNTH010007,2025-06-22 11:56:32,GRD003,Grader,OP1057,day,erratic_accel,4.35,19.0,82.8,Cloudy,Unfastened,HIGH,3.3,False,20.49,12
EVT00030,2025-03-10 13:30:00,DZR004,Dozer,OP1035,day,normal,2.09,9.7,92.1,Sunny,Unfastened,LOW,7.3,True,6.98,1
EVT00166,2026-05-06 00:54:00,EXC005,Excavator,OP1025,night,normal,6.42,14.5,85.0,Cloudy,Unfastened,LOW,5.5,False,5.97,1
EVT00249,2025-04-11 17:50:00,EXC002,Excavator,OP1053,day,normal,6.4,25.0,87.1,Windy,Unfastened,LOW,8.7,False,7.77,0
EVT00308,2025-10-03 19:34:00,LDR002,Loader,OP1009,night,normal,5.39,12.3,87.5,Cloudy,Unfastened,LOW,5.0,True,9.33,0
EVT00412,2025-07-21 22:36:00,GRD003,Grader,OP1056,night,temp_spike,3.53,7.1,111.4,Rainy,Fastened,MEDIUM,15.0,True,16.54,0
EVT00498,2026-08-11 07:46:00,GRD002,Grader,OP1027,day,normal,5.46,16.8,84.2,Sunny,Unfastened,LOW,8.8,True,7.0,0
EVT00352,2025-09-23 06:10:00,EXC005,Excavator,OP1044,day,normal,7.17,12.4,55.7,Windy,Unfastened,LOW,8.4,True,8.17,2
SYNTH010351,2025-06-26 01:47:08,EXC001,Excavator,OP1005,night,temp_spike,4.25,12.3,110.6,Cloudy,Fastened,HIGH,2.7,False,15.09,1
SYNTH010136,2025-06-23 20:02:44,BCK001,Backhoe,OP1034,night,high_fuel,6.02,18.5,86.2,Windy,Unfastened,MEDIUM,14.4,False,31.78,5
SYNTH010392,2025-06-26 12:03:15,EXC001,Excavator,OP1029,day,temp_spike,5.17,20.3,107.7,Rainy,Fastened,MEDIUM,7.4,True,17.19,2
EVT00431,2025-07-22 02:50:00,GRD003,Grader,OP1056,night,normal,3.14,30.3,87.7,Rainy,Unfastened,LOW,2.6,True,5.58,2
SYNTH010042,2025-06-22 20:33:17,DZR002,Dozer,OP1007,night,erratic_accel,12.34,11.9,89.4,Sunny,Fastened,HIGH,5.8,False,18.43,11
EVT00599,2025-01-28 02:22:00,EXC007,Excavator,OP1003,night,normal,3.17,14.7,87.0,Sunny,Unfastened,LOW,3.8,True,8.85,0
EVT00066,2025-12-17 09:50:00,EXC006,Excavator,OP1045,day,normal,6.41,26.1,83.2,Windy,Unfastened,LOW,11.0,True,8.47,1
SYNTH010293,2025-06-25 11:23:45,EXC001,Excavator,OP1039,day,overspeed,18.32,17.3,92.3,Cloudy,Fastened,HIGH,5.4,True,17.19,6
