timestamp,hour_of_day,day_of_week,month,shift_type,shift_elapsed_min,machine_id,machine_type,operator_id,engine_hours,ambient_temp_c,weather,speed_kmh,rpm,engine_temp_c,fuel_level_pct,idle_pct,working_fuel_rate_lph,idle_fuel_rate_lph,blended_fuel_rate_lph,speed_variance,acceleration_events,worker_distance_m,seatbelt_status,safety_alert,risk_level,anomaly_type,anomaly_label
07:24:00,7,2,12,day,84,EXC006,Excavator,OP1045,5122.7,20.4,Windy,6.24,1724,82.2,82.8,30.7,11.58,2.8,8.88,0.49,0,19.8,Fastened,FALSE,LOW,normal,1
07:26:00,7,2,12,day,86,EXC006,Excavator,OP1045,5122.7,20.4,Windy,7.05,1385,87.5,82.7,19.8,14.93,3.14,12.6,0.66,3,14.2,Fastened,FALSE,LOW,normal,1
07:28:00,7,2,12,day,88,EXC006,Excavator,OP1045,5122.7,20.4,Windy,3.86,1464,80.3,82.6,27.5,14.36,2.63,11.13,0.24,2,20.2,Fastened,FALSE,LOW,normal,1
07:30:00,7,2,12,day,90,EXC006,Excavator,OP1045,5122.8,20.4,Windy,6.35,1614,83.9,82.6,32.1,12.18,2.89,9.2,0.69,1,19.9,Fastened,FALSE,LOW,normal,1
07:32:00,7,2,12,day,92,EXC006,Excavator,OP1045,5122.8,20.4,Windy,5.48,1826,89.7,82.5,32.9,11.92,2.47,8.81,0.61,1,5.3,Fastened,FALSE,MEDIUM,normal,1
07:34:00,7,2,12,day,94,EXC006,Excavator,OP1045,5122.8,20.4,Windy,3.63,924,87,82.4,26.3,10.33,2.87,8.37,0.48,0,26.1,Fastened,FALSE,LOW,normal,1
07:36:00,7,2,12,day,96,EXC006,Excavator,OP1045,5122.8,20.4,Windy,3.63,1967,87.8,82.4,21,10.3,2.95,8.76,0.77,2,11.3,Fastened,FALSE,LOW,normal,1
07:38:00,7,2,12,day,98,EXC006,Excavator,OP1045,5122.8,20.4,Windy,3,1420,84.2,82.3,33.6,9.9,3.14,7.63,0.66,2,29.4,Fastened,FALSE,LOW,normal,1
07:40:00,7,2,12,day,100,EXC006,Excavator,OP1045,5122.8,20.4,Windy,9.95,1496,88,82.2,41.7,9.35,3.03,6.71,0.73,1,21.2,Fastened,FALSE,LOW,normal,1
07:42:00,7,2,12,day,102,EXC006,Excavator,OP1045,5122.8,20.4,Windy,8.1,1539,85.9,82.1,25.2,13.19,3.19,10.67,0.37,3,16.7,Fastened,FALSE,LOW,normal,1
07:44:00,7,2,12,day,104,EXC006,Excavator,OP1045,5122.8,20.4,Windy,7.32,1321,83.2,82.1,42.6,10.18,3.37,7.28,0.7,3,28.9,Fastened,FALSE,LOW,normal,1
07:46:00,7,2,12,day,106,EXC006,Excavator,OP1045,5122.8,20.4,Windy,5.7,1150,84.5,82,30.8,8.95,2.99,7.11,0.59,1,25,Fastened,FALSE,LOW,normal,1
07:48:00,7,2,12,day,108,EXC006,Excavator,OP1045,5122.8,20.4,Windy,6.84,1672,90.7,82,34.2,8.12,2.56,6.22,0.81,1,18.2,Fastened,FALSE,LOW,normal,1
07:50:00,7,2,12,day,110,EXC006,Excavator,OP1045,5122.9,20.4,Windy,5.94,1514,88.2,81.9,32.3,13.76,2.33,10.07,0.39,1,14.7,Fastened,FALSE,LOW,normal,1
07:52:00,7,2,12,day,112,EXC006,Excavator,OP1045,5122.9,20.4,Windy,7.62,1582,92.6,81.8,18.7,10.8,2.08,9.17,0.34,3,23.5,Fastened,FALSE,LOW,normal,1
07:54:00,7,2,12,day,114,EXC006,Excavator,OP1045,5122.9,20.4,Windy,4.33,1758,85.7,81.7,30.7,10.38,2.71,8.03,0.91,0,22.7,Fastened,FALSE,LOW,normal,1
07:56:00,7,2,12,day,116,EXC006,Excavator,OP1045,5122.9,20.4,Windy,5.49,1772,86.3,81.7,34.9,14.05,2.42,9.99,1,3,33.7,Fastened,FALSE,LOW,normal,1
07:58:00,7,2,12,day,118,EXC006,Excavator,OP1045,5122.9,20.4,Windy,6.54,1599,86.9,81.6,37.7,12.66,3.19,9.09,0.27,2,20.7,Fastened,FALSE,LOW,normal,1
08:00:00,8,2,12,day,120,EXC006,Excavator,OP1045,5122.9,20.4,Windy,4.74,1447,86.1,81.5,36.8,15.03,2.65,10.47,0.8,0,15.5,Fastened,FALSE,LOW,normal,1
08:02:00,8,2,12,day,122,EXC006,Excavator,OP1045,5122.9,20.4,Windy,8.03,1212,86.3,81.4,30.1,13.93,3.23,10.71,0.47,0,24.8,Fastened,FALSE,LOW,normal,1
08:04:00,8,2,12,day,124,EXC006,Excavator,OP1045,5122.9,20.4,Windy,2.96,1694,88.4,81.3,34.7,14.3,2.48,10.2,0.73,4,21.7,Fastened,FALSE,LOW,normal,1
08:06:00,8,2,12,day,126,EXC006,Excavator,OP1045,5122.9,20.4,Windy,6.9,1394,83.6,81.3,38.7,12.24,3.1,8.7,1.1,0,24.6,Fastened,FALSE,LOW,normal,1
08:08:00,8,2,12,day,128,EXC006,Excavator,OP1045,5122.9,20.4,Windy,4.7,1849,81.2,81.2,26.4,10.74,3.13,8.73,0.53,1,10.9,Fastened,FALSE,LOW,normal,1
08:10:00,8,2,12,day,130,EXC006,Excavator,OP1045,5123,20.4,Windy,3.92,1526,90.5,81.1,43.2,11.99,2.64,7.95,0.33,0,25.5,Fastened,FALSE,LOW,normal,1
08:12:00,8,2,12,day,132,EXC006,Excavator,OP1045,5123,20.4,Windy,6.54,1364,82.8,81.1,42,9.76,2.93,6.89,0.62,1,16.7,Fastened,FALSE,LOW,normal,1
08:14:00,8,2,12,day,134,EXC006,Excavator,OP1045,5123,20.4,Windy,4.61,1043,91.1,81,26.5,10.32,2.82,8.33,0.83,4,8.3,Fastened,FALSE,LOW,normal,1
08:16:00,8,2,12,day,136,EXC006,Excavator,OP1045,5123,20.4,Windy,6.38,1559,87.9,80.9,29.3,11.51,1.82,8.67,0.91,0,35.5,Fastened,FALSE,LOW,normal,1
08:18:00,8,2,12,day,138,EXC006,Excavator,OP1045,5123,20.4,Windy,6.17,1463,90.9,80.8,32.5,12.7,2.18,9.28,0.29,2,35.7,Fastened,FALSE,LOW,normal,1
08:20:00,8,2,12,day,140,EXC006,Excavator,OP1045,5123,20.4,Windy,4.31,1172,85.8,80.8,30.8,12.16,2.71,9.25,0.88,3,16.7,Unfastened,TRUE,LOW,normal,1
08:22:00,8,2,12,day,142,EXC006,Excavator,OP1045,5123,20.4,Windy,10.84,1039,84,80.7,39.9,9.76,2.09,6.7,0.53,3,21.5,Fastened,FALSE,LOW,normal,1
08:24:00,8,2,12,day,144,EXC006,Excavator,OP1045,5123,20.4,Windy,7.87,940,90.5,80.6,36.7,13.92,2.58,9.76,0.41,2,19.4,Fastened,FALSE,LOW,normal,1
08:26:00,8,2,12,day,146,EXC006,Excavator,OP1045,5123,20.4,Windy,6.19,2212,86.1,80.5,25.9,12.38,3.82,10.16,0.89,0,11.5,Fastened,FALSE,LOW,normal,1
08:28:00,8,2,12,day,148,EXC006,Excavator,OP1045,5123.1,20.4,Windy,5.71,1620,106,80.5,53.7,10.81,2.92,6.57,0.74,4,27.8,Fastened,TRUE,MEDIUM,temp_spike,-1
08:30:00,8,2,12,day,150,EXC006,Excavator,OP1045,5123.1,20.4,Windy,4.74,1660,101.5,80.4,32,11.74,3.66,9.15,0.57,0,24.2,Fastened,FALSE,MEDIUM,temp_spike,-1
08:32:00,8,2,12,day,152,EXC006,Excavator,OP1045,5123.1,20.4,Windy,4.44,997,108,80.3,30.7,10.92,2.53,8.34,0.83,3,19.8,Fastened,TRUE,MEDIUM,temp_spike,-1
08:34:00,8,2,12,day,154,EXC006,Excavator,OP1045,5123.1,20.4,Windy,0.98,1871,108.7,80.3,19.2,11.24,2.14,9.49,0.31,1,16.6,Fastened,TRUE,MEDIUM,temp_spike,-1
08:36:00,8,2,12,day,156,EXC006,Excavator,OP1045,5123.1,20.4,Windy,8.48,939,110.6,80.2,46.8,11.25,2.65,7.23,1.41,3,20.3,Fastened,TRUE,MEDIUM,temp_spike,-1
08:38:00,8,2,12,day,158,EXC006,Excavator,OP1045,5123.1,20.4,Windy,2.22,1342,106.5,80.1,22.7,13.05,3.15,10.8,0.4,0,35.5,Fastened,TRUE,MEDIUM,temp_spike,-1
08:40:00,8,2,12,day,160,EXC006,Excavator,OP1045,5123.1,20.4,Windy,7,1805,104.5,80,29.5,9.94,3.94,8.17,1.11,4,16.3,Fastened,FALSE,MEDIUM,temp_spike,-1
08:42:00,8,2,12,day,162,EXC006,Excavator,OP1045,5123.1,20.4,Windy,7.7,1693,105.5,80,27.3,10.07,2.55,8.02,0.42,0,12.1,Fastened,TRUE,MEDIUM,temp_spike,-1
08:44:00,8,2,12,day,164,EXC006,Excavator,OP1045,5123.1,20.4,Windy,6.16,1471,89,79.9,29.7,11.67,3.36,9.2,0.36,4,12.5,Fastened,FALSE,LOW,normal,1
08:46:00,8,2,12,day,166,EXC006,Excavator,OP1045,5123.1,20.4,Windy,3.45,1859,86.9,79.8,36.7,9.85,2.59,7.19,1.07,2,14.9,Fastened,FALSE,LOW,normal,1
08:48:00,8,2,12,day,168,EXC006,Excavator,OP1045,5123.2,20.4,Windy,6.41,1317,84.7,79.8,35.4,11.05,3.13,8.25,0.8,2,11.5,Fastened,FALSE,LOW,normal,1
08:50:00,8,2,12,day,170,EXC006,Excavator,OP1045,5123.2,20.4,Windy,4.63,1462,87.5,79.7,21.2,9.5,3.08,8.14,0.45,4,29.8,Fastened,FALSE,LOW,normal,1
08:52:00,8,2,12,day,172,EXC006,Excavator,OP1045,5123.2,20.4,Windy,6.07,1361,85.6,79.6,36.8,11.35,2.87,8.23,0.52,0,14.2,Fastened,FALSE,LOW,normal,1
08:54:00,8,2,12,day,174,EXC006,Excavator,OP1045,5123.2,20.4,Windy,3.69,1549,87.7,79.6,24,11.28,2.71,9.22,0.78,1,20.1,Fastened,FALSE,LOW,normal,1
08:56:00,8,2,12,day,176,EXC006,Excavator,OP1045,5123.2,20.4,Windy,4.77,1835,86.8,79.5,31.1,11.65,3.23,9.03,0.34,4,24.3,Fastened,FALSE,LOW,normal,1
08:58:00,8,2,12,day,178,EXC006,Excavator,OP1045,5123.2,20.4,Windy,4.85,1423,89.1,79.4,30.1,9.55,2.47,7.42,1.41,0,27.2,Fastened,FALSE,LOW,normal,1
09:00:00,9,2,12,day,180,EXC006,Excavator,OP1045,5123.2,20.4,Windy,6.2,1267,91.3,79.3,28.4,13.42,3.54,10.61,1.27,0,32.5,Fastened,FALSE,LOW,normal,1
09:02:00,9,2,12,day,182,EXC006,Excavator,OP1045,5123.2,20.4,Windy,5.92,1584,89.2,79.3,28.4,9.7,2.07,7.53,0.22,0,20,Fastened,FALSE,LOW,normal,1
09:04:00,9,2,12,day,184,EXC006,Excavator,OP1045,5123.2,20.4,Windy,3.41,1947,87.8,79.2,37.2,13.36,3.07,9.53,1.17,2,7,Fastened,FALSE,MEDIUM,normal,1
09:06:00,9,2,12,day,186,EXC006,Excavator,OP1045,5123.2,20.4,Windy,6.86,1410,85.6,79.1,32.2,12.82,3.05,9.67,0.22,1,25.8,Fastened,FALSE,LOW,normal,1
09:08:00,9,2,12,day,188,EXC006,Excavator,OP1045,5123.3,20.4,Windy,4.28,1545,88,79,26.3,12.97,2.68,10.26,0.5,0,5.1,Fastened,FALSE,MEDIUM,normal,1
09:10:00,9,2,12,day,190,EXC006,Excavator,OP1045,5123.3,20.4,Windy,4.74,2023,87.9,78.9,25.8,11.6,2.59,9.28,0.89,3,8.5,Fastened,FALSE,LOW,normal,1
09:12:00,9,2,12,day,192,EXC006,Excavator,OP1045,5123.3,20.4,Windy,4.36,1365,86.1,78.9,17.7,11.69,3.48,10.24,0.81,2,31.5,Fastened,FALSE,LOW,normal,1
09:14:00,9,2,12,day,194,EXC006,Excavator,OP1045,5123.3,20.4,Windy,5.1,1108,83.8,78.8,25.9,12.89,2.76,10.27,0.93,0,25.6,Fastened,FALSE,LOW,normal,1
09:16:00,9,2,12,day,196,EXC006,Excavator,OP1045,5123.3,20.4,Windy,1.07,1134,88.6,78.7,39.1,10.74,3.18,7.78,1.06,4,31,Unfastened,FALSE,LOW,normal,1
09:18:00,9,2,12,day,198,EXC006,Excavator,OP1045,5123.3,20.4,Windy,3.8,1340,86.1,78.6,31.2,9.28,2.61,7.2,0.8,2,28.7,Unfastened,TRUE,LOW,normal,1
09:20:00,9,2,12,day,200,EXC006,Excavator,OP1045,5123.3,20.4,Windy,5.06,1960,88.2,78.6,36,11.1,3.02,8.19,0.51,4,8.6,Fastened,FALSE,LOW,normal,1
09:22:00,9,2,12,day,202,EXC006,Excavator,OP1045,5123.3,20.4,Windy,5.97,1569,85.2,78.5,45.2,14.37,2.65,9.07,0.86,0,14.1,Fastened,FALSE,LOW,normal,1
09:24:00,9,2,12,day,204,EXC006,Excavator,OP1045,5123.3,20.4,Windy,5.44,1642,91.6,78.4,42.3,9.93,2.08,6.61,0.69,3,7.1,Fastened,FALSE,MEDIUM,normal,1
09:26:00,9,2,12,day,206,EXC006,Excavator,OP1045,5123.3,20.4,Windy,6.97,1433,87.9,78.4,27.2,13.04,2.9,10.28,1.43,0,26.7,Fastened,FALSE,LOW,normal,1
09:28:00,9,2,12,day,208,EXC006,Excavator,OP1045,5123.4,20.4,Windy,5.11,1252,88.2,78.3,33,16.33,2.57,11.79,0.43,2,25.3,Unfastened,TRUE,LOW,normal,1
09:30:00,9,2,12,day,210,EXC006,Excavator,OP1045,5123.4,20.4,Windy,4.51,1471,86.8,78.2,44,11.35,3.12,7.73,0.89,2,19.3,Fastened,FALSE,LOW,normal,1
09:32:00,9,2,12,day,212,EXC006,Excavator,OP1045,5123.4,20.4,Windy,4.83,1636,88.1,78.1,30.1,14.71,2.44,11.02,0.62,0,22.3,Fastened,FALSE,LOW,normal,1
09:34:00,9,2,12,day,214,EXC006,Excavator,OP1045,5123.4,20.4,Windy,3.68,1873,84.9,78,37,13.34,3.79,9.81,0.73,1,32.1,Fastened,FALSE,LOW,normal,1
09:36:00,9,2,12,day,216,EXC006,Excavator,OP1045,5123.4,20.4,Windy,4.37,1983,83.5,78,35.2,10.72,3.02,8.01,1.03,4,8.7,Fastened,FALSE,LOW,normal,1
09:38:00,9,2,12,day,218,EXC006,Excavator,OP1045,5123.4,20.4,Windy,3.09,1560,90.4,77.9,47.2,10.17,3.3,6.93,0.66,0,29.4,Fastened,FALSE,LOW,normal,1
09:40:00,9,2,12,day,220,EXC006,Excavator,OP1045,5123.4,20.4,Windy,8.56,1802,88.2,77.8,22.1,13.49,2.5,11.06,0.79,3,17.5,Unfastened,TRUE,LOW,normal,1
09:42:00,9,2,12,day,222,EXC006,Excavator,OP1045,5123.4,20.4,Windy,4.97,1687,87.7,77.7,32.8,12.26,2.88,9.18,0.36,2,17.5,Fastened,FALSE,LOW,normal,1
09:44:00,9,2,12,day,224,EXC006,Excavator,OP1045,5123.4,20.4,Windy,3.51,1530,87.7,77.6,28.9,16.18,3.18,12.42,0.93,1,6.3,Fastened,FALSE,MEDIUM,normal,1
09:46:00,9,2,12,day,226,EXC006,Excavator,OP1045,5123.4,20.4,Windy,2.94,837,79.7,77.5,17.8,12.94,3.18,11.2,0.53,1,24.9,Fastened,FALSE,LOW,normal,1
09:48:00,9,2,12,day,228,EXC006,Excavator,OP1045,5123.5,20.4,Windy,4.14,1619,83.3,77.5,26,8,2.53,6.58,0.68,0,17.4,Fastened,FALSE,LOW,normal,1
09:50:00,9,2,12,day,230,EXC006,Excavator,OP1045,5123.5,20.4,Windy,6.41,1826,83.2,77.4,27.9,13.01,3.49,10.35,1.1,4,26.1,Unfastened,TRUE,LOW,normal,1
09:52:00,9,2,12,day,232,EXC006,Excavator,OP1045,5123.5,20.4,Windy,3.58,1401,85.6,77.3,43.3,10.84,2.08,7.05,0.89,4,24.2,Fastened,FALSE,LOW,normal,1
09:54:00,9,2,12,day,234,EXC006,Excavator,OP1045,5123.5,20.4,Windy,3.86,1121,90.7,77.3,33.9,12.87,3.48,9.69,0.84,3,13.9,Fastened,FALSE,LOW,normal,1
09:56:00,9,2,12,day,236,EXC006,Excavator,OP1045,5123.5,20.4,Windy,6.91,970,86.3,77.2,33.6,14.41,3.34,10.69,1.04,4,32.9,Fastened,FALSE,LOW,normal,1
09:58:00,9,2,12,day,238,EXC006,Excavator,OP1045,5123.5,20.4,Windy,7.2,1196,89,77.1,30.9,11.78,3.04,9.08,0.27,0,15.5,Fastened,FALSE,LOW,normal,1
10:00:00,10,2,12,day,240,EXC006,Excavator,OP1045,5123.5,20.4,Windy,6.46,1407,86.3,77,39.9,11.88,4.05,8.76,0.74,4,28.6,Fastened,FALSE,LOW,normal,1
10:02:00,10,2,12,day,242,EXC006,Excavator,OP1045,5123.5,20.4,Windy,3.8,1420,82.7,76.9,14.9,12.72,3.27,11.31,0.78,4,24.1,Fastened,FALSE,LOW,normal,1
10:04:00,10,2,12,day,244,EXC006,Excavator,OP1045,5123.5,20.4,Windy,5.58,1865,84.1,76.8,28.3,15.64,3.6,12.23,0.96,3,11.3,Fastened,FALSE,LOW,normal,1
10:06:00,10,2,12,day,246,EXC006,Excavator,OP1045,5123.5,20.4,Windy,4.49,1347,88,76.8,29.7,10.09,3.48,8.13,0.98,3,29.5,Fastened,FALSE,LOW,normal,1
10:08:00,10,2,12,day,248,EXC006,Excavator,OP1045,5123.6,20.4,Windy,0.79,1329,89.1,76.7,10.9,12.77,2.25,11.62,0.66,4,28.3,Fastened,FALSE,LOW,normal,1
10:10:00,10,2,12,day,250,EXC006,Excavator,OP1045,5123.6,20.4,Windy,6.71,1545,82.6,76.6,25.7,13.12,3.49,10.65,1.36,4,6.1,Fastened,FALSE,MEDIUM,normal,1
10:12:00,10,2,12,day,252,EXC006,Excavator,OP1045,5123.6,20.4,Windy,6.17,1658,83.5,76.5,30.1,13.44,3.02,10.3,0.54,1,22.9,Fastened,FALSE,LOW,normal,1
10:14:00,10,2,12,day,254,EXC006,Excavator,OP1045,5123.6,20.4,Windy,6.4,1399,92.1,76.4,25.5,13.16,3.9,10.8,0.56,2,24.9,Fastened,FALSE,LOW,normal,1
10:16:00,10,2,12,day,256,EXC006,Excavator,OP1045,5123.6,20.4,Windy,8.47,1379,84.4,76.3,36.7,13.55,2.96,9.66,0.74,4,15.4,Fastened,FALSE,LOW,normal,1
10:18:00,10,2,12,day,258,EXC006,Excavator,OP1045,5123.6,20.4,Windy,7.56,1553,86.5,76.2,38.7,11.21,2.94,8.01,0.48,4,14.1,Fastened,FALSE,LOW,normal,1
10:20:00,10,2,12,day,260,EXC006,Excavator,OP1045,5123.6,20.4,Windy,3.55,1364,86.1,76.2,39.5,13.93,3.56,9.83,1.24,0,9,Fastened,FALSE,LOW,normal,1
10:22:00,10,2,12,day,262,EXC006,Excavator,OP1045,5123.6,20.4,Windy,2.25,1737,88.5,76.1,33.9,12.15,3.2,9.12,0.62,2,12.6,Fastened,FALSE,LOW,normal,1
10:24:00,10,2,12,day,264,EXC006,Excavator,OP1045,5123.6,20.4,Windy,4.94,1606,87.7,76,35.3,8.95,3.05,6.87,1.22,4,8.3,Fastened,FALSE,LOW,normal,1
10:26:00,10,2,12,day,266,EXC006,Excavator,OP1045,5123.6,20.4,Windy,3.96,1254,88.2,75.9,25.5,12.25,3.44,10,0.59,1,18.5,Unfastened,TRUE,LOW,normal,1
10:28:00,10,2,12,day,268,EXC006,Excavator,OP1045,5123.7,20.4,Windy,6.54,1812,87.4,75.9,30.1,10.68,2.76,8.3,0.93,4,22.9,Fastened,FALSE,LOW,normal,1
10:30:00,10,2,12,day,270,EXC006,Excavator,OP1045,5123.7,20.4,Windy,4.79,1427,88.4,75.8,47.5,13.86,2.85,8.63,0.83,1,9.1,Fastened,FALSE,LOW,normal,1
10:32:00,10,2,12,day,272,EXC006,Excavator,OP1045,5123.7,20.4,Windy,6.58,1103,83.5,75.7,34,12.28,3.31,9.23,0.63,2,25,Unfastened,TRUE,LOW,normal,1
10:34:00,10,2,12,day,274,EXC006,Excavator,OP1045,5123.7,20.4,Windy,6.6,1446,82.4,75.7,27,9.02,3.53,7.54,0.49,3,20.2,Fastened,FALSE,LOW,normal,1
10:36:00,10,2,12,day,276,EXC006,Excavator,OP1045,5123.7,20.4,Windy,7.23,1653,85.1,75.6,33.3,12.01,3.45,9.16,0.74,3,19.5,Fastened,FALSE,LOW,normal,1
10:38:00,10,2,12,day,278,EXC006,Excavator,OP1045,5123.7,20.4,Windy,4.9,1125,95.6,75.5,36.7,11.05,3.22,8.18,1.02,0,8.3,Fastened,FALSE,LOW,normal,1
10:40:00,10,2,12,day,280,EXC006,Excavator,OP1045,5123.7,20.4,Windy,5.47,1645,83.4,75.4,31.1,13.18,2.89,9.98,0.97,2,8.7,Unfastened,TRUE,LOW,normal,1
10:42:00,10,2,12,day,282,EXC006,Excavator,OP1045,5123.7,20.4,Windy,8.84,1420,90.5,75.4,38.9,13.66,4.09,9.94,0.81,2,15.2,Fastened,FALSE,LOW,normal,1
10:44:00,10,2,12,day,284,EXC006,Excavator,OP1045,5123.7,20.4,Windy,6.65,2007,90,75.3,34.7,12.16,4.13,9.37,0.53,0,7.9,Fastened,FALSE,MEDIUM,normal,1
10:46:00,10,2,12,day,286,EXC006,Excavator,OP1045,5123.7,20.4,Windy,8.43,1305,87.1,75.2,35.3,12.2,3.36,9.08,0.73,1,29.3,Fastened,FALSE,LOW,normal,1
10:48:00,10,2,12,day,288,EXC006,Excavator,OP1045,5123.8,20.4,Windy,5,1459,86.5,75.1,21.5,9.52,2.88,8.09,0.62,4,22.3,Fastened,FALSE,LOW,normal,1
10:50:00,10,2,12,day,290,EXC006,Excavator,OP1045,5123.8,20.4,Windy,7.19,1543,89.2,75,28.2,14.43,2.85,11.16,0.77,0,25.3,Fastened,FALSE,LOW,normal,1
10:52:00,10,2,12,day,292,EXC006,Excavator,OP1045,5123.8,20.4,Windy,5.48,1240,81.5,75,20.4,12.22,3.28,10.4,0.52,1,13.9,Fastened,FALSE,LOW,normal,1
10:54:00,10,2,12,day,294,EXC006,Excavator,OP1045,5123.8,20.4,Windy,6.38,758,83.6,74.9,27.6,11.97,2.96,9.48,0.59,0,10.8,Fastened,FALSE,LOW,normal,1
10:56:00,10,2,12,day,296,EXC006,Excavator,OP1045,5123.8,20.4,Windy,6.45,1342,81.7,74.8,42.4,11.79,3.35,8.21,0.62,2,21.6,Fastened,FALSE,LOW,normal,1
10:58:00,10,2,12,day,298,EXC006,Excavator,OP1045,5123.8,20.4,Windy,6.95,1447,81.7,74.7,25.7,12.01,3.13,9.73,0.71,4,23,Unfastened,TRUE,LOW,normal,1
11:00:00,11,2,12,day,300,EXC006,Excavator,OP1045,5123.8,20.4,Windy,5.26,1166,90.3,74.6,37.6,12.27,4.1,9.2,0.87,3,33.8,Fastened,FALSE,LOW,normal,1
11:02:00,11,2,12,day,302,EXC006,Excavator,OP1045,5123.8,20.4,Windy,1.86,1724,84.8,74.6,36.3,12.43,2.84,8.95,0.65,0,17.1,Fastened,FALSE,LOW,normal,1
11:04:00,11,2,12,day,304,EXC006,Excavator,OP1045,5123.8,20.4,Windy,7.95,1823,89.1,74.5,41.8,10.83,3.25,7.66,0.69,4,21.9,Fastened,FALSE,LOW,normal,1
11:06:00,11,2,12,day,306,EXC006,Excavator,OP1045,5123.9,20.4,Windy,7.06,1244,89.6,74.4,33.5,14.68,2.75,10.68,0.39,1,12.7,Fastened,FALSE,LOW,normal,1
11:08:00,11,2,12,day,308,EXC006,Excavator,OP1045,5123.9,20.4,Windy,6.57,1350,82.6,74.4,36.8,12.48,1.86,8.57,0.92,0,32.1,Fastened,FALSE,LOW,normal,1
11:10:00,11,2,12,day,310,EXC006,Excavator,OP1045,5123.9,20.4,Windy,7.37,1423,85.7,74.3,27.1,11.64,2.65,9.2,0.91,4,14.8,Fastened,FALSE,LOW,normal,1
11:12:00,11,2,12,day,312,EXC006,Excavator,OP1045,5123.9,20.4,Windy,7.16,1069,84.8,74.2,52.2,15.11,2.46,8.51,0.83,4,6.8,Fastened,FALSE,MEDIUM,normal,1
11:14:00,11,2,12,day,314,EXC006,Excavator,OP1045,5123.9,20.4,Windy,4.34,1661,84.8,74.1,36.8,13.03,2.94,9.32,0.72,1,24.3,Fastened,FALSE,LOW,normal,1
11:16:00,11,2,12,day,316,EXC006,Excavator,OP1045,5123.9,20.4,Windy,8.73,1503,86.5,74,18.9,10.93,3.05,9.44,0.87,1,27.7,Fastened,FALSE,LOW,normal,1
11:18:00,11,2,12,day,318,EXC006,Excavator,OP1045,5123.9,20.4,Windy,7.6,1411,84.3,74,31.1,12.83,2.2,9.52,0.69,1,11,Fastened,FALSE,LOW,normal,1
11:20:00,11,2,12,day,320,EXC006,Excavator,OP1045,5123.9,20.4,Windy,2.76,1572,80,73.9,20.2,12.38,2.43,10.37,0.44,1,13.2,Fastened,FALSE,LOW,normal,1
11:22:00,11,2,12,day,322,EXC006,Excavator,OP1045,5123.9,20.4,Windy,5.95,800,84.9,73.8,45.4,9.35,3.36,6.63,1.11,1,15.7,Fastened,FALSE,LOW,normal,1
11:24:00,11,2,12,day,324,EXC006,Excavator,OP1045,5123.9,20.4,Windy,6.63,1346,84.3,73.8,35.2,12.25,3.07,9.02,0.93,3,13.7,Fastened,FALSE,LOW,normal,1
11:26:00,11,2,12,day,326,EXC006,Excavator,OP1045,5124,20.4,Windy,6.86,1547,79.9,73.7,37.4,8.53,2.48,6.27,1.23,4,24,Fastened,FALSE,LOW,normal,1
11:28:00,11,2,12,day,328,EXC006,Excavator,OP1045,5124,20.4,Windy,4.57,1785,89.4,73.6,25.6,13.81,2.98,11.04,0.77,4,25.3,Fastened,FALSE,LOW,normal,1
11:30:00,11,2,12,day,330,EXC006,Excavator,OP1045,5124,20.4,Windy,4.86,1826,89,73.5,34.8,14.1,3.66,10.47,0.32,0,22.5,Unfastened,TRUE,LOW,normal,1
11:32:00,11,2,12,day,332,EXC006,Excavator,OP1045,5124,20.4,Windy,4.16,1185,92,73.5,25.1,9.51,3.5,8,1.31,0,23.2,Fastened,FALSE,LOW,normal,1
11:34:00,11,2,12,day,334,EXC006,Excavator,OP1045,5124,20.4,Windy,5.89,1045,87.3,73.4,28.8,10.15,2.82,8.04,0.33,2,31.4,Fastened,FALSE,LOW,normal,1
11:36:00,11,2,12,day,336,EXC006,Excavator,OP1045,5124,20.4,Windy,9.07,1571,86.5,73.3,34,11.5,3.1,8.64,0.14,3,16.5,Fastened,FALSE,LOW,normal,1
11:38:00,11,2,12,day,338,EXC006,Excavator,OP1045,5124,20.4,Windy,3.36,1449,85.7,73.2,36.3,12.67,2.43,8.95,0.89,1,21.7,Fastened,FALSE,LOW,normal,1
11:40:00,11,2,12,day,340,EXC006,Excavator,OP1045,5124,20.4,Windy,2.87,1412,88.6,73.2,43.1,11.92,2.98,8.07,1,2,27.3,Fastened,FALSE,LOW,normal,1
11:42:00,11,2,12,day,342,EXC006,Excavator,OP1045,5124,20.4,Windy,8.37,1544,83.4,73.1,17.3,11.2,2.71,9.73,0.9,2,16,Fastened,FALSE,LOW,normal,1
11:44:00,11,2,12,day,344,EXC006,Excavator,OP1045,5124,20.4,Windy,1.99,1211,91.7,73,44.9,13.93,3.71,9.34,0.84,3,11.3,Fastened,FALSE,LOW,normal,1
11:46:00,11,2,12,day,346,EXC006,Excavator,OP1045,5124.1,20.4,Windy,8.75,1462,89.3,72.9,26.8,12.95,2.31,10.1,0.34,4,20.2,Fastened,FALSE,LOW,normal,1
11:48:00,11,2,12,day,348,EXC006,Excavator,OP1045,5124.1,20.4,Windy,7.81,1424,84.9,72.8,31,13.46,3.13,10.26,1.2,4,11.5,Fastened,FALSE,LOW,normal,1
