event_id,timestamp,machine_id,machine_type,operator_id,shift_type,event_type,speed_kmh,worker_distance_m,engine_temp_c,weather,seatbelt_status,risk_level,response_time_sec,resolved
EVT00188,2026-05-06 03:10:00,EXC005,Excavator,OP1025,night,normal,7.85,8.5,89.9,Cloudy,Unfastened,LOW,7.6,True
EVT00189,2026-05-06 03:26:00,EXC005,Excavator,OP1025,night,normal,6.73,14.3,87.8,Cloudy,Unfastened,LOW,8.8,True
EVT00190,2026-05-06 03:32:00,EXC005,Excavator,OP1025,night,normal,6.47,11.9,86.7,Cloudy,Unfastened,LOW,8.5,True
EVT00191,2026-05-06 04:06:00,EXC005,Excavator,OP1025,night,normal,5.8,18.8,85.8,Cloudy,Unfastened,LOW,1,True
EVT00192,2026-05-06 04:24:00,EXC005,Excavator,OP1025,night,normal,5.45,31.2,86.3,Cloudy,Unfastened,LOW,8.1,False
EVT00193,2026-05-06 05:06:00,EXC005,Excavator,OP1025,night,normal,4.51,0.8,89.6,Cloudy,Unfastened,MEDIUM,10.3,True
EVT00194,2026-05-06 05:24:00,EXC005,Excavator,OP1025,night,normal,5.38,16.4,88.4,Cloudy,Unfastened,LOW,6.4,True
EVT00195,2026-05-06 05:34:00,EXC005,Excavator,OP1025,night,normal,6.22,34.4,91.7,Cloudy,Unfastened,LOW,11.7,False
EVT00196,2025-04-11 06:04:00,EXC002,Excavator,OP1053,day,normal,6.01,18.5,39.0,Windy,Unfastened,LOW,3.7,True
EVT00197,2025-04-11 06:22:00,EXC002,Excavator,OP1053,day,normal,6.4,0.5,80.1,Windy,Fastened,HIGH,9.9,True
EVT00198,2025-04-11 06:28:00,EXC002,Excavator,OP1053,day,normal,5.39,19.9,86.2,Windy,Unfastened,LOW,5.9,True
EVT00199,2025-04-11 06:32:00,EXC002,Excavator,OP1053,day,normal,3.16,12.0,87.6,Windy,Unfastened,LOW,6.4,False
EVT00200,2025-04-11 06:40:00,EXC002,Excavator,OP1053,day,normal,5.15,0.5,88.4,Windy,Fastened,HIGH,7.8,True
EVT00201,2025-04-11 06:48:00,EXC002,Excavator,OP1053,day,normal,5.1,16.2,88.7,Windy,Unfastened,LOW,6.7,True
EVT00202,2025-04-11 07:06:00,EXC002,Excavator,OP1053,day,normal,5.63,28.3,84.8,Windy,Unfastened,LOW,6.6,False
EVT00203,2025-04-11 07:20:00,EXC002,Excavator,OP1053,day,normal,7.83,21.7,82.9,Windy,Unfastened,LOW,11.7,True
EVT00204,2025-04-11 07:40:00,EXC002,Excavator,OP1053,day,normal,4.58,27.5,89.9,Windy,Unfastened,LOW,12.3,True
EVT00205,2025-04-11 07:44:00,EXC002,Excavator,OP1053,day,normal,5.71,23.3,87.2,Windy,Unfastened,LOW,12.8,True
EVT00206,2025-04-11 07:54:00,EXC002,Excavator,OP1053,day,normal,4.97,19.5,86.2,Windy,Unfastened,LOW,15.5,True
EVT00207,2025-04-11 08:02:00,EXC002,Excavator,OP1053,day,normal,6.19,0.5,87.0,Windy,Fastened,HIGH,10.6,True
EVT00208,2025-04-11 08:14:00,EXC002,Excavator,OP1053,day,normal,8.09,13.0,89.3,Windy,Unfastened,LOW,8.3,True
EVT00209,2025-04-11 08:32:00,EXC002,Excavator,OP1053,day,normal,6.94,28.8,86.3,Windy,Unfastened,LOW,13.0,True
EVT00210,2025-04-11 08:34:00,EXC002,Excavator,OP1053,day,normal,7.43,0.9,87.1,Windy,Unfastened,HIGH,10.5,True
EVT00211,2025-04-11 08:36:00,EXC002,Excavator,OP1053,day,normal,5.25,1.6,84.8,Windy,Fastened,HIGH,5.9,True
EVT00212,2025-04-11 08:46:00,EXC002,Excavator,OP1053,day,normal,3.01,17.9,83.1,Windy,Unfastened,LOW,8.2,False
EVT00213,2025-04-11 08:52:00,EXC002,Excavator,OP1053,day,normal,5.36,2.6,88.0,Windy,Fastened,HIGH,10.7,True
EVT00214,2025-04-11 09:26:00,EXC002,Excavator,OP1053,day,normal,4.47,16.5,89.9,Windy,Unfastened,LOW,1,True
EVT00215,2025-04-11 09:38:00,EXC002,Excavator,OP1053,day,normal,6.61,10.2,84.6,Windy,Unfastened,LOW,1,True
EVT00216,2025-04-11 09:50:00,EXC002,Excavator,OP1053,day,normal,3.63,21.0,86.9,Windy,Unfastened,LOW,4.9,False
EVT00217,2025-04-11 10:30:00,EXC002,Excavator,OP1053,day,normal,7.74,25.1,88.7,Windy,Unfastened,LOW,10.8,True
EVT00218,2025-04-11 10:42:00,EXC002,Excavator,OP1053,day,normal,4.74,22.7,84.8,Windy,Unfastened,LOW,5.3,True
EVT00219,2025-04-11 10:50:00,EXC002,Excavator,OP1053,day,normal,5.6,10.9,84.8,Windy,Unfastened,LOW,7.1,True
EVT00220,2025-04-11 10:54:00,EXC002,Excavator,OP1053,day,normal,4.61,21.5,83.8,Windy,Unfastened,LOW,7.1,True
EVT00221,2025-04-11 11:00:00,EXC002,Excavator,OP1053,day,normal,7.24,26.8,93.4,Windy,Unfastened,LOW,12.9,False
EVT00222,2025-04-11 11:02:00,EXC002,Excavator,OP1053,day,normal,6.75,1.7,87.6,Windy,Fastened,HIGH,7.2,True
EVT00223,2025-04-11 11:26:00,EXC002,Excavator,OP1053,day,normal,4.47,9.6,87.1,Windy,Unfastened,LOW,8.0,False
EVT00224,2025-04-11 11:28:00,EXC002,Excavator,OP1053,day,normal,7.57,13.4,85.3,Windy,Unfastened,LOW,10.9,True
EVT00225,2025-04-11 12:02:00,EXC002,Excavator,OP1053,day,normal,7.1,5.5,86.0,Windy,Unfastened,MEDIUM,7.5,True
EVT00226,2025-04-11 12:04:00,EXC002,Excavator,OP1053,day,normal,5.58,25.3,86.7,Windy,Unfastened,LOW,8.3,True
EVT00227,2025-04-11 12:42:00,EXC002,Excavator,OP1053,day,normal,5.41,0.8,91.3,Windy,Fastened,HIGH,7.5,True
EVT00228,2025-04-11 12:58:00,EXC002,Excavator,OP1053,day,normal,7.61,21.0,76.7,Windy,Unfastened,LOW,4.0,True
EVT00229,2025-04-11 13:04:00,EXC002,Excavator,OP1053,day,normal,3.78,16.5,88.2,Windy,Unfastened,LOW,9.4,True
EVT00230,2025-04-11 13:06:00,EXC002,Excavator,OP1053,day,normal,7.01,2.4,86.2,Windy,Fastened,HIGH,4.1,True
EVT00231,2025-04-11 13:20:00,EXC002,Excavator,OP1053,day,normal,4.05,10.8,89.9,Windy,Unfastened,LOW,6.0,True
EVT00232,2025-04-11 13:36:00,EXC002,Excavator,OP1053,day,normal,5.91,14.1,88.3,Windy,Unfastened,LOW,12.2,True
EVT00233,2025-04-11 14:08:00,EXC002,Excavator,OP1053,day,normal,8.97,21.1,87.5,Windy,Unfastened,LOW,1,False
EVT00234,2025-04-11 14:18:00,EXC002,Excavator,OP1053,day,normal,7.67,13.5,87.8,Windy,Unfastened,LOW,7.0,True
EVT00235,2025-04-11 14:24:00,EXC002,Excavator,OP1053,day,normal,6.1,10.7,91.7,Windy,Unfastened,LOW,6.0,True
EVT00236,2025-04-11 14:28:00,EXC002,Excavator,OP1053,day,normal,5.41,15.6,86.1,Windy,Unfastened,LOW,2.5,False
EVT00237,2025-04-11 15:12:00,EXC002,Excavator,OP1053,day,normal,8.18,13.2,87.7,Windy,Unfastened,LOW,1.6,True
EVT00238,2025-04-11 15:20:00,EXC002,Excavator,OP1053,day,normal,4.64,28.2,91.0,Windy,Unfastened,LOW,14.3,True
EVT00239,2025-04-11 15:30:00,EXC002,Excavator,OP1053,day,normal,4.89,27.8,89.3,Windy,Unfastened,LOW,6.4,False
EVT00240,2025-04-11 15:52:00,EXC002,Excavator,OP1053,day,normal,2.01,24.8,88.4,Windy,Unfastened,LOW,4.5,True
EVT00241,2025-04-11 15:54:00,EXC002,Excavator,OP1053,day,normal,6.32,0.5,84.9,Windy,Fastened,HIGH,8.3,False
EVT00242,2025-04-11 16:16:00,EXC002,Excavator,OP1053,day,normal,7.32,26.9,89.3,Windy,Unfastened,LOW,1,True
EVT00243,2025-04-11 16:26:00,EXC002,Excavator,OP1053,day,normal,5.34,32.1,82.0,Windy,Unfastened,LOW,9.4,True
EVT00244,2025-04-11 16:52:00,EXC002,Excavator,OP1053,day,normal,5.07,27.9,86.1,Windy,Unfastened,LOW,16.1,True
EVT00245,2025-04-11 17:10:00,EXC002,Excavator,OP1053,day,normal,4.29,16.7,87.1,Windy,Unfastened,LOW,1,True
EVT00246,2025-04-11 17:36:00,EXC002,Excavator,OP1053,day,normal,5.67,0.5,81.6,Windy,Fastened,HIGH,6.8,False
EVT00247,2025-04-11 17:42:00,EXC002,Excavator,OP1053,day,normal,6.53,14.1,83.7,Windy,Unfastened,LOW,11.0,True
EVT00248,2025-04-11 17:44:00,EXC002,Excavator,OP1053,day,normal,6.36,13.1,87.7,Windy,Unfastened,LOW,9.8,True
EVT00249,2025-04-11 17:50:00,EXC002,Excavator,OP1053,day,normal,6.4,25.0,87.1,Windy,Unfastened,LOW,8.7,False
EVT00250,2025-04-11 17:52:00,EXC002,Excavator,OP1053,day,normal,6.73,16.1,90.9,Windy,Unfastened,LOW,6.2,False
EVT00251,2025-04-11 17:58:00,EXC002,Excavator,OP1053,day,normal,5.34,21.9,89.4,Windy,Unfastened,LOW,12.8,False
EVT00252,2026-06-18 06:00:00,LDR002,Loader,OP1050,day,normal,3.93,27.2,40.2,Rainy,Unfastened,LOW,9.4,True
EVT00253,2026-06-18 06:04:00,LDR002,Loader,OP1050,day,normal,3.63,29.0,47.6,Rainy,Unfastened,LOW,8.8,False
EVT00254,2026-06-18 06:10:00,LDR002,Loader,OP1050,day,normal,2.69,12.6,58.9,Rainy,Unfastened,LOW,5.1,True
EVT00255,2026-06-18 07:00:00,LDR002,Loader,OP1050,day,normal,5.3,21.2,86.2,Rainy,Unfastened,LOW,6.7,False
EVT00256,2026-06-18 07:08:00,LDR002,Loader,OP1050,day,normal,3.64,13.2,89.5,Rainy,Unfastened,LOW,8.3,True
EVT00257,2026-06-18 07:40:00,LDR002,Loader,OP1050,day,normal,3.96,19.2,85.5,Rainy,Unfastened,LOW,6.7,True
EVT00258,2026-06-18 07:44:00,LDR002,Loader,OP1050,day,normal,2.43,24.1,87.1,Rainy,Unfastened,LOW,8.9,False
EVT00259,2026-06-18 08:02:00,LDR002,Loader,OP1050,day,normal,6.11,0.5,89.7,Rainy,Unfastened,HIGH,9.8,True
EVT00260,2026-06-18 08:10:00,LDR002,Loader,OP1050,day,normal,4.61,0.5,93.0,Rainy,Unfastened,MEDIUM,6.9,True
EVT00261,2026-06-18 08:32:00,LDR002,Loader,OP1050,day,normal,5.45,2.1,86.7,Rainy,Fastened,HIGH,9.6,False
EVT00262,2026-06-18 08:58:00,LDR002,Loader,OP1050,day,normal,4.25,19.6,87.0,Rainy,Unfastened,LOW,6.7,True
EVT00263,2026-06-18 09:10:00,LDR002,Loader,OP1050,day,normal,3.91,9.0,84.3,Rainy,Unfastened,LOW,7.1,True
EVT00264,2026-06-18 10:10:00,LDR002,Loader,OP1050,day,normal,3.35,7.8,84.6,Rainy,Unfastened,MEDIUM,5.6,True
EVT00265,2026-06-18 11:32:00,LDR002,Loader,OP1050,day,normal,3.37,26.5,89.6,Rainy,Unfastened,LOW,9.8,True
EVT00266,2026-06-18 11:40:00,LDR002,Loader,OP1050,day,normal,3.35,13.2,83.0,Rainy,Unfastened,LOW,8.8,True
EVT00267,2026-06-18 11:46:00,LDR002,Loader,OP1050,day,normal,4.89,12.6,85.7,Rainy,Unfastened,LOW,6.8,True
EVT00268,2026-06-18 11:54:00,LDR002,Loader,OP1050,day,temp_spike,3.51,21.8,107.2,Rainy,Fastened,MEDIUM,1,False
EVT00269,2026-06-18 11:56:00,LDR002,Loader,OP1050,day,temp_spike,3.99,20.1,108.3,Rainy,Fastened,MEDIUM,3.7,True
EVT00270,2026-06-18 11:58:00,LDR002,Loader,OP1050,day,temp_spike,7.23,18.1,113.1,Rainy,Fastened,MEDIUM,3.6,False
EVT00271,2026-06-18 12:00:00,LDR002,Loader,OP1050,day,temp_spike,3.46,9.6,109.3,Rainy,Fastened,MEDIUM,7.0,True
EVT00272,2026-06-18 12:02:00,LDR002,Loader,OP1050,day,temp_spike,0.78,15.9,109.0,Rainy,Fastened,MEDIUM,3.9,True
EVT00273,2026-06-18 12:04:00,LDR002,Loader,OP1050,day,temp_spike,4.07,0.5,120.7,Rainy,Unfastened,MEDIUM,5.0,True
EVT00274,2026-06-18 12:08:00,LDR002,Loader,OP1050,day,temp_spike,1.7,13.1,106.3,Rainy,Unfastened,MEDIUM,6.4,True
EVT00275,2026-06-18 12:12:00,LDR002,Loader,OP1050,day,temp_spike,1.43,23.6,110.7,Rainy,Fastened,MEDIUM,7.1,True
EVT00276,2026-06-18 12:14:00,LDR002,Loader,OP1050,day,temp_spike,4.98,16.3,116.8,Rainy,Fastened,MEDIUM,5.7,True
EVT00277,2026-06-18 12:16:00,LDR002,Loader,OP1050,day,temp_spike,4.58,19.3,117.0,Rainy,Fastened,MEDIUM,5.4,True
EVT00278,2026-06-18 12:18:00,LDR002,Loader,OP1050,day,temp_spike,2.51,7.4,110.7,Rainy,Fastened,MEDIUM,3.5,True
EVT00279,2026-06-18 12:22:00,LDR002,Loader,OP1050,day,temp_spike,5.35,17.8,111.2,Rainy,Fastened,MEDIUM,5.9,True
EVT00280,2026-06-18 12:24:00,LDR002,Loader,OP1050,day,temp_spike,1.53,23.1,109.0,Rainy,Fastened,MEDIUM,7.4,True
EVT00281,2026-06-18 12:28:00,LDR002,Loader,OP1050,day,temp_spike,5.89,23.1,112.3,Rainy,Fastened,MEDIUM,6.5,True
EVT00282,2026-06-18 12:30:00,LDR002,Loader,OP1050,day,temp_spike,6.1,15.2,111.3,Rainy,Fastened,MEDIUM,8.4,True
EVT00283,2026-06-18 12:32:00,LDR002,Loader,OP1050,day,temp_spike,4.77,6.3,109.2,Rainy,Fastened,MEDIUM,8.0,False
EVT00284,2026-06-18 12:34:00,LDR002,Loader,OP1050,day,temp_spike,2.87,14.7,108.9,Rainy,Fastened,MEDIUM,9.8,False
EVT00285,2026-06-18 12:54:00,LDR002,Loader,OP1050,day,normal,3.29,15.0,90.9,Rainy,Unfastened,LOW,6.9,True
EVT00286,2026-06-18 13:24:00,LDR002,Loader,OP1050,day,normal,4.18,17.9,92.6,Rainy,Unfastened,LOW,7.7,True
EVT00287,2026-06-18 13:26:00,LDR002,Loader,OP1050,day,normal,2.6,9.3,87.8,Rainy,Unfastened,LOW,9.3,True
EVT00288,2026-06-18 13:52:00,LDR002,Loader,OP1050,day,normal,3.88,26.7,87.8,Rainy,Unfastened,LOW,8.5,True
EVT00289,2026-06-18 14:04:00,LDR002,Loader,OP1050,day,normal,2.99,7.8,87.5,Rainy,Unfastened,MEDIUM,7.4,False
EVT00290,2026-06-18 14:28:00,LDR002,Loader,OP1050,day,normal,4.98,18.3,84.7,Rainy,Unfastened,LOW,3.8,True
EVT00291,2026-06-18 14:34:00,LDR002,Loader,OP1050,day,normal,3.47,18.0,85.6,Rainy,Unfastened,LOW,1,True
EVT00292,2026-06-18 14:42:00,LDR002,Loader,OP1050,day,normal,5.49,21.2,81.8,Rainy,Unfastened,LOW,11.6,True
EVT00293,2026-06-18 14:48:00,LDR002,Loader,OP1050,day,normal,2.25,18.3,84.3,Rainy,Unfastened,LOW,4.7,True
EVT00294,2026-06-18 15:02:00,LDR002,Loader,OP1050,day,normal,4.34,15.9,87.5,Rainy,Unfastened,LOW,8.4,True
EVT00295,2026-06-18 15:42:00,LDR002,Loader,OP1050,day,normal,3.45,15.3,91.5,Rainy,Unfastened,LOW,9.7,True
EVT00296,2026-06-18 15:46:00,LDR002,Loader,OP1050,day,normal,8.39,4.6,91.6,Rainy,Fastened,MEDIUM,11.0,True
EVT00297,2026-06-18 16:08:00,LDR002,Loader,OP1050,day,temp_spike,4.29,8.2,110.2,Rainy,Fastened,MEDIUM,13.0,True
EVT00298,2026-06-18 16:14:00,LDR002,Loader,OP1050,day,temp_spike,3.74,9.0,113.2,Rainy,Fastened,MEDIUM,8.8,False
EVT00299,2026-06-18 16:36:00,LDR002,Loader,OP1050,day,normal,5.4,27.9,84.2,Rainy,Unfastened,LOW,10.2,True
EVT00300,2026-06-18 16:54:00,LDR002,Loader,OP1050,day,normal,3.69,24.5,88.9,Rainy,Unfastened,LOW,4.3,True
EVT00301,2026-06-18 16:56:00,LDR002,Loader,OP1050,day,normal,4.14,18.5,87.3,Rainy,Unfastened,LOW,1,True
EVT00302,2026-06-18 17:04:00,LDR002,Loader,OP1050,day,normal,5.78,7.4,84.9,Rainy,Unfastened,MEDIUM,2.5,True
EVT00303,2025-10-03 18:08:00,LDR002,Loader,OP1009,night,normal,5.17,23.2,44.8,Cloudy,Unfastened,LOW,5.9,True
EVT00304,2025-10-03 18:12:00,LDR002,Loader,OP1009,night,normal,5.01,9.8,54.8,Cloudy,Unfastened,LOW,8.6,True
EVT00305,2025-10-03 19:22:00,LDR002,Loader,OP1009,night,normal,7.24,10.6,90.6,Cloudy,Unfastened,LOW,5.4,False
EVT00306,2025-10-03 19:30:00,LDR002,Loader,OP1009,night,normal,7.35,0.9,92.1,Cloudy,Fastened,HIGH,6.1,True
EVT00307,2025-10-03 19:32:00,LDR002,Loader,OP1009,night,normal,6.42,13.6,88.7,Cloudy,Unfastened,LOW,7.0,True
EVT00308,2025-10-03 19:34:00,LDR002,Loader,OP1009,night,normal,5.39,12.3,87.5,Cloudy,Unfastened,LOW,5.0,True
EVT00309,2025-10-03 20:46:00,LDR002,Loader,OP1009,night,proximity_breach,8.1,1.7,81.5,Cloudy,Fastened,HIGH,6.8,True
EVT00310,2025-10-03 20:48:00,LDR002,Loader,OP1009,night,proximity_breach,9.32,1.3,93.3,Cloudy,Fastened,HIGH,1.9,True
EVT00311,2025-10-03 20:50:00,LDR002,Loader,OP1009,night,proximity_breach,10.0,2.8,80.0,Cloudy,Fastened,HIGH,6.6,False
EVT00312,2025-10-03 20:52:00,LDR002,Loader,OP1009,night,proximity_breach,9.69,2.6,90.8,Cloudy,Fastened,HIGH,7.6,True
EVT00313,2025-10-03 20:54:00,LDR002,Loader,OP1009,night,proximity_breach,7.1,1.1,90.9,Cloudy,Fastened,HIGH,9.8,True
EVT00314,2025-10-03 20:56:00,LDR002,Loader,OP1009,night,proximity_breach,8.26,1.1,88.4,Cloudy,Fastened,HIGH,7.5,True
EVT00315,2025-10-03 21:02:00,LDR002,Loader,OP1009,night,proximity_breach,8.77,1.9,88.2,Cloudy,Fastened,HIGH,6.4,True
EVT00316,2025-10-03 21:04:00,LDR002,Loader,OP1009,night,proximity_breach,9.0,2.8,91.4,Cloudy,Fastened,HIGH,7.8,False
EVT00317,2025-10-03 21:06:00,LDR002,Loader,OP1009,night,proximity_breach,7.36,2.5,84.5,Cloudy,Fastened,HIGH,22.0,True
EVT00318,2025-10-03 21:08:00,LDR002,Loader,OP1009,night,proximity_breach,5.23,2.2,88.2,Cloudy,Fastened,HIGH,9.6,True
EVT00319,2025-10-03 21:10:00,LDR002,Loader,OP1009,night,proximity_breach,6.62,2.3,88.2,Cloudy,Fastened,HIGH,8.9,True
EVT00320,2025-10-03 21:12:00,LDR002,Loader,OP1009,night,proximity_breach,4.17,0.3,86.5,Cloudy,Unfastened,MEDIUM,4.5,True
EVT00321,2025-10-03 21:14:00,LDR002,Loader,OP1009,night,proximity_breach,9.41,1.3,88.2,Cloudy,Fastened,HIGH,12.4,True
EVT00322,2025-10-03 21:16:00,LDR002,Loader,OP1009,night,proximity_breach,7.74,2.5,90.9,Cloudy,Fastened,HIGH,9.5,True
EVT00323,2025-10-03 21:18:00,LDR002,Loader,OP1009,night,proximity_breach,7.6,2.6,88.9,Cloudy,Fastened,HIGH,8.5,True
EVT00324,2025-10-03 21:20:00,LDR002,Loader,OP1009,night,proximity_breach,6.93,2.3,89.3,Cloudy,Fastened,HIGH,10.0,True
EVT00325,2025-10-03 21:24:00,LDR002,Loader,OP1009,night,proximity_breach,9.29,2.8,84.6,Cloudy,Fastened,HIGH,14.5,True
EVT00326,2025-10-03 21:26:00,LDR002,Loader,OP1009,night,proximity_breach,6.79,1.2,85.6,Cloudy,Fastened,HIGH,6.2,False
EVT00327,2025-10-03 21:28:00,LDR002,Loader,OP1009,night,proximity_breach,7.46,1.3,84.9,Cloudy,Fastened,HIGH,6.0,True
EVT00328,2025-10-03 21:44:00,LDR002,Loader,OP1009,night,normal,5.16,3.4,91.3,Cloudy,Unfastened,MEDIUM,4.4,False
EVT00329,2025-10-03 22:18:00,LDR002,Loader,OP1009,night,normal,7.04,22.1,89.2,Cloudy,Unfastened,LOW,11.5,True
EVT00330,2025-10-03 22:20:00,LDR002,Loader,OP1009,night,normal,7.83,18.6,82.8,Cloudy,Unfastened,LOW,7.0,True
EVT00331,2025-10-03 22:22:00,LDR002,Loader,OP1009,night,normal,6.86,1.3,85.7,Cloudy,Fastened,HIGH,5.9,False
EVT00332,2025-10-03 23:10:00,LDR002,Loader,OP1009,night,normal,6.15,0.5,93.0,Cloudy,Fastened,HIGH,6.7,True
EVT00333,2025-10-03 23:28:00,LDR002,Loader,OP1009,night,normal,6.05,11.4,91.3,Cloudy,Unfastened,LOW,6.0,False
EVT00334,2025-10-03 23:32:00,LDR002,Loader,OP1009,night,normal,5.4,18.7,91.6,Cloudy,Unfastened,LOW,6.2,True
EVT00335,2025-10-03 23:50:00,LDR002,Loader,OP1009,night,normal,4.68,14.7,87.8,Cloudy,Unfastened,LOW,2.1,True
EVT00336,2025-10-04 00:00:00,LDR002,Loader,OP1009,night,normal,5.56,2.6,87.4,Cloudy,Fastened,HIGH,6.4,True
EVT00337,2025-10-04 00:16:00,LDR002,Loader,OP1009,night,normal,6.25,9.8,85.9,Cloudy,Unfastened,LOW,8.3,True
EVT00338,2025-10-04 00:22:00,LDR002,Loader,OP1009,night,normal,5.81,18.4,91.8,Cloudy,Unfastened,LOW,6.1,True
EVT00339,2025-10-04 00:44:00,LDR002,Loader,OP1009,night,normal,5.1,1.8,81.3,Cloudy,Fastened,HIGH,9.7,True
EVT00340,2025-10-04 00:54:00,LDR002,Loader,OP1009,night,normal,7.19,11.3,85.7,Cloudy,Unfastened,LOW,6.4,True
EVT00341,2025-10-04 01:02:00,LDR002,Loader,OP1009,night,normal,3.62,20.3,83.7,Cloudy,Unfastened,LOW,8.5,False
EVT00342,2025-10-04 01:32:00,LDR002,Loader,OP1009,night,normal,8.3,1.0,89.4,Cloudy,Fastened,HIGH,11.3,True
EVT00343,2025-10-04 01:52:00,LDR002,Loader,OP1009,night,normal,5.92,9.2,88.0,Cloudy,Unfastened,LOW,9.4,True
EVT00344,2025-10-04 02:16:00,LDR002,Loader,OP1009,night,normal,6.98,21.5,87.5,Cloudy,Unfastened,LOW,2.9,True
EVT00345,2025-10-04 02:22:00,LDR002,Loader,OP1009,night,normal,5.77,22.4,86.2,Cloudy,Unfastened,LOW,14.0,False
EVT00346,2025-10-04 02:28:00,LDR002,Loader,OP1009,night,normal,4.15,11.5,90.9,Cloudy,Unfastened,LOW,5.1,True
EVT00347,2025-10-04 02:40:00,LDR002,Loader,OP1009,night,normal,8.26,14.3,86.5,Cloudy,Unfastened,LOW,4.7,False
EVT00348,2025-10-04 03:02:00,LDR002,Loader,OP1009,night,normal,7.11,13.0,89.2,Cloudy,Unfastened,LOW,5.8,True
EVT00349,2025-10-04 03:12:00,LDR002,Loader,OP1009,night,normal,6.48,0.5,88.3,Cloudy,Unfastened,HIGH,3.3,True
EVT00350,2025-10-04 04:42:00,LDR002,Loader,OP1009,night,normal,2.96,5.4,88.7,Cloudy,Unfastened,MEDIUM,4.3,False
EVT00351,2025-10-04 04:58:00,LDR002,Loader,OP1009,night,normal,3.29,18.7,88.1,Cloudy,Unfastened,LOW,15.6,True
EVT00352,2025-09-23 06:10:00,EXC005,Excavator,OP1044,day,normal,7.17,12.4,55.7,Windy,Unfastened,LOW,8.4,True
EVT00353,2025-09-23 06:14:00,EXC005,Excavator,OP1044,day,normal,5.73,16.2,64.0,Windy,Unfastened,LOW,9.4,False
EVT00354,2025-09-23 06:38:00,EXC005,Excavator,OP1044,day,normal,2.26,16.9,90.9,Windy,Unfastened,LOW,1.3,False
EVT00355,2025-09-23 07:12:00,EXC005,Excavator,OP1044,day,normal,2.97,14.6,82.9,Windy,Unfastened,LOW,7.5,False
EVT00356,2025-09-23 07:22:00,EXC005,Excavator,OP1044,day,normal,7.49,21.9,88.8,Windy,Unfastened,LOW,9.1,True
EVT00357,2025-09-23 07:26:00,EXC005,Excavator,OP1044,day,normal,6.22,19.3,87.1,Windy,Unfastened,LOW,13.7,True
EVT00358,2025-09-23 07:36:00,EXC005,Excavator,OP1044,day,normal,7.34,20.0,83.6,Windy,Unfastened,LOW,2.6,False
EVT00359,2025-09-23 08:58:00,EXC005,Excavator,OP1044,day,normal,5.83,22.2,88.2,Windy,Unfastened,LOW,5.3,True
EVT00360,2025-09-23 09:32:00,EXC005,Excavator,OP1044,day,normal,7.96,19.1,85.1,Windy,Unfastened,LOW,8.3,True
EVT00361,2025-09-23 10:24:00,EXC005,Excavator,OP1044,day,normal,7.54,15.7,85.2,Windy,Unfastened,LOW,8.8,True
EVT00362,2025-09-23 10:30:00,EXC005,Excavator,OP1044,day,normal,3.83,14.1,84.6,Windy,Unfastened,LOW,8.0,True
EVT00363,2025-09-23 10:32:00,EXC005,Excavator,OP1044,day,normal,4.57,22.3,85.2,Windy,Unfastened,LOW,3.5,False
EVT00364,2025-09-23 10:56:00,EXC005,Excavator,OP1044,day,normal,4.77,11.4,87.5,Windy,Unfastened,LOW,4.9,False
EVT00365,2025-09-23 11:20:00,EXC005,Excavator,OP1044,day,high_fuel,3.24,21.7,86.1,Windy,Unfastened,LOW,13.0,True
EVT00366,2025-09-23 11:40:00,EXC005,Excavator,OP1044,day,high_fuel,3.8,12.4,92.6,Windy,Unfastened,LOW,1,True
EVT00367,2025-09-23 11:50:00,EXC005,Excavator,OP1044,day,high_fuel,2.39,18.9,87.4,Windy,Unfastened,LOW,6.1,False
EVT00368,2025-09-23 11:54:00,EXC005,Excavator,OP1044,day,high_fuel,8.33,23.8,82.8,Windy,Unfastened,LOW,2.7,True
EVT00369,2025-09-23 12:06:00,EXC005,Excavator,OP1044,day,high_fuel,5.93,16.5,82.9,Windy,Unfastened,LOW,9.7,True
EVT00370,2025-09-23 12:08:00,EXC005,Excavator,OP1044,day,normal,6.3,1.6,88.5,Windy,Fastened,HIGH,5.5,True
EVT00371,2025-09-23 12:38:00,EXC005,Excavator,OP1044,day,normal,5.17,5.9,85.6,Windy,Unfastened,MEDIUM,6.9,True
EVT00372,2025-09-23 13:04:00,EXC005,Excavator,OP1044,day,normal,2.92,11.8,91.4,Windy,Unfastened,LOW,10.9,True
EVT00373,2025-09-23 13:38:00,EXC005,Excavator,OP1044,day,normal,6.35,2.3,87.6,Windy,Fastened,HIGH,7.5,True
EVT00374,2025-09-23 14:10:00,EXC005,Excavator,OP1044,day,normal,5.91,18.7,88.9,Windy,Unfastened,LOW,6.7,True
EVT00375,2025-09-23 14:14:00,EXC005,Excavator,OP1044,day,normal,5.65,2.6,87.4,Windy,Fastened,HIGH,5.2,True
EVT00376,2025-09-23 14:36:00,EXC005,Excavator,OP1044,day,normal,4.45,6.0,89.6,Windy,Unfastened,MEDIUM,6.1,True
EVT00377,2025-09-23 14:48:00,EXC005,Excavator,OP1044,day,normal,5.87,0.5,83.8,Windy,Fastened,HIGH,5.5,True
EVT00378,2025-09-23 15:46:00,EXC005,Excavator,OP1044,day,high_fuel,5.33,21.6,83.5,Windy,Unfastened,LOW,6.4,False
EVT00379,2025-09-23 16:16:00,EXC005,Excavator,OP1044,day,normal,7.45,32.0,87.6,Windy,Unfastened,LOW,1.8,True
